(128, 125, 89)
(165, 171, 181)
(50, 41, 26)
(55, 92, 60)
(203, 189, 164)
(22, 22, 22)
(207, 154, 102)
(212, 212, 212)
(115, 108, 93)
(85, 151, 161)
(39, 4, 4)
(23, 39, 28)
null image
(222, 222, 222)
(147, 155, 161)
(220, 220, 220)
(20, 20, 20)
(29, 22, 16)
(17, 6, 6)
(32, 54, 62)
(61, 42, 23)
(133, 78, 50)
(28, 48, 15)
(80, 22, 28)
(22, 53, 45)
(37, 32, 28)
(209, 209, 209)
(178, 137, 57)
(215, 202, 173)
(209, 209, 209)
(41, 35, 47)
(212, 205, 193)
null image
(215, 215, 215)
(35, 50, 56)
(36, 16, 11)
(120, 111, 103)
(228, 228, 228)
null image
(58, 85, 81)
(27, 20, 12)
(204, 204, 204)
(104, 102, 93)
(175, 139, 107)
(11, 65, 124)
(218, 218, 218)
(201, 197, 188)
(41, 84, 121)
(196, 196, 196)
(160, 160, 142)
(221, 221, 221)
(198, 123, 48)
(58, 53, 51)
(11, 10, 16)
(23, 26, 37)
(130, 21, 16)
(214, 214, 193)
(202, 202, 202)
(9, 9, 9)
(203, 203, 203)
(217, 217, 217)
(38, 35, 30)
(157, 79, 33)
(135, 58, 45)
(216, 216, 216)
(209, 209, 209)
(213, 213, 213)
(214, 214, 214)
(111, 128, 82)
(69, 56, 49)
(48, 37, 22)
(217, 217, 217)
(103, 71, 60)
(41, 59, 97)
(15, 15, 12)
(72, 16, 10)
(205, 205, 205)
(130, 146, 121)
(114, 86, 45)
(117, 134, 90)
(183, 183, 183)
(65, 58, 49)
(148, 117, 105)
(196, 196, 196)
(19, 21, 33)
(215, 215, 215)
(161, 156, 141)
(214, 214, 214)
(235, 232, 215)
(217, 217, 217)
(214, 214, 214)
(188, 114, 63)
(173, 65, 30)
(229, 229, 229)
(204, 174, 154)
null image
(216, 216, 216)
null image
(220, 220, 220)
(223, 223, 223)
(221, 221, 221)
(143, 93, 67)
(215, 205, 199)
(222, 222, 222)
(37, 25, 19)
(101, 38, 26)
(33, 45, 56)
(218, 218, 218)
(141, 135, 129)
(62, 42, 27)
(220, 217, 215)
(184, 120, 70)
(162, 160, 149)
(24, 7, 7)
(51, 51, 46)
(170, 163, 143)
(200, 200, 200)
(210, 210, 210)
(202, 202, 202)
(224, 217, 200)
(213, 213, 213)
(36, 26, 22)
(196, 187, 153)
(220, 220, 220)
(228, 228, 228)
(20, 15, 15)
(39, 39, 39)
(196, 161, 122)
(216, 216, 216)
(167, 134, 100)
(216, 216, 216)
(197, 169, 71)
(15, 7, 6)
(127, 86, 67)
(69, 80, 78)
(136, 63, 34)
(216, 216, 216)
(205, 205, 205)
(202, 205, 198)
(65, 59, 44)
(12, 36, 47)
null image
(17, 18, 17)
(14, 14, 13)
(61, 60, 66)
(32, 42, 44)
(48, 19, 13)
(12, 7, 6)
(247, 203, 34)
(199, 199, 199)
(187, 160, 139)
(15, 18, 21)
(137, 66, 38)
(73, 53, 52)
(189, 179, 151)
(221, 221, 221)
(228, 228, 228)
(62, 14, 14)
(212, 212, 212)
(81, 88, 106)
(217, 217, 217)
(26, 18, 12)
(208, 195, 159)
(54, 55, 47)
(240, 144, 12)
(19, 8, 6)
null image
(247, 237, 202)
(19, 13, 11)
(44, 33, 28)
(118, 59, 30)
(225, 225, 225)
(199, 190, 154)
(17, 51, 98)
(69, 49, 24)
(235, 234, 233)
(123, 61, 76)
(229, 211, 124)
(37, 34, 28)
(68, 67, 76)
(57, 39, 30)
(52, 48, 44)
(149, 154, 129)
(49, 49, 49)
(217, 217, 217)
(173, 191, 136)
(215, 215, 219)
(22, 18, 9)
(208, 208, 208)
(216, 216, 216)
(5, 6, 4)
(230, 230, 230)
null image
(177, 176, 154)
(138, 68, 41)
(216, 216, 216)
(217, 217, 217)
(216, 216, 216)
(211, 211, 211)
(216, 216, 216)
(206, 206, 206)
(49, 48, 48)
(107, 30, 17)
(8, 11, 13)
(159, 146, 91)
(215, 215, 215)
(21, 21, 17)
(8, 38, 17)
(218, 218, 218)
(229, 191, 133)
(11, 11, 9)
(9, 12, 13)
(36, 51, 58)
(175, 205, 226)
(136, 164, 79)
(229, 208, 161)
(14, 6, 5)
(218, 190, 150)
(6, 5, 5)
(228, 228, 228)
null image
(27, 16, 10)
(228, 228, 228)
(195, 190, 184)
(146, 49, 9)
null image
(43, 36, 35)
(25, 32, 28)
(64, 56, 37)
(27, 20, 25)
null image
(23, 18, 16)
(99, 145, 191)
(169, 176, 176)
(220, 201, 162)
(228, 228, 228)
(206, 198, 157)
(222, 222, 222)
(60, 44, 32)
(108, 108, 108)
(15, 11, 9)
(211, 211, 211)
(112, 33, 25)
(140, 19, 17)
(91, 7, 5)
(147, 58, 12)
(217, 217, 217)
(220, 220, 220)
(226, 226, 226)
(23, 23, 22)
(38, 4, 4)
(197, 59, 45)
(220, 220, 220)
(35, 24, 15)
(223, 224, 214)
(106, 128, 130)
(36, 31, 30)
(244, 200, 33)
(65, 45, 38)
(74, 70, 56)
(228, 228, 228)
(219, 219, 219)
(148, 147, 139)
(228, 228, 228)
(220, 195, 170)
(8, 5, 6)
(183, 183, 177)
(221, 225, 216)
null image
(160, 158, 129)
(216, 216, 216)
(30, 58, 39)
(129, 167, 182)
(200, 199, 198)
(232, 226, 206)
(26, 26, 26)
(194, 36, 37)
(31, 31, 31)
(11, 14, 12)
(30, 26, 22)
(165, 27, 17)
(142, 117, 109)
(175, 153, 145)
(10, 10, 9)
(50, 55, 47)
(216, 216, 216)
(138, 68, 41)
(134, 117, 93)
(205, 193, 155)
(228, 228, 228)
(196, 194, 189)
(211, 211, 211)
(59, 55, 42)
(196, 196, 178)
(209, 209, 209)
(216, 216, 216)
(35, 158, 116)
(227, 217, 200)
(197, 154, 127)
(195, 195, 195)
(40, 30, 24)
(185, 187, 127)
(75, 101, 104)
(29, 32, 26)
(23, 29, 30)
(230, 216, 174)
(95, 91, 89)
(78, 47, 41)
(195, 23, 25)
(16, 83, 123)
(220, 216, 207)
(19, 19, 23)
(168, 152, 127)
(61, 14, 12)
(46, 45, 45)
(92, 43, 44)
(215, 215, 215)
(55, 52, 62)
(201, 185, 170)
(214, 131, 110)
(190, 189, 166)
(124, 140, 163)
(124, 87, 43)
(61, 35, 29)
(154, 149, 116)
(216, 216, 216)
(218, 218, 218)
(246, 239, 199)
(215, 215, 215)
(212, 212, 212)
(218, 218, 218)
(172, 130, 73)
(200, 202, 188)
(122, 112, 28)
(189, 189, 189)
(102, 7, 6)
(213, 213, 213)
(41, 32, 36)
(231, 231, 231)
(55, 39, 32)
(221, 55, 7)
(197, 197, 197)
(204, 143, 87)
(4, 4, 4)
(129, 131, 128)
(9, 8, 10)
(127, 115, 82)
(123, 92, 67)
(135, 115, 60)
(101, 92, 84)
null image
(204, 156, 10)
(210, 210, 210)
(34, 22, 17)
(90, 62, 54)
(223, 223, 223)
(221, 221, 221)
(16, 15, 13)
(21, 14, 12)
(219, 219, 219)
(21, 14, 13)
(218, 218, 218)
(220, 220, 220)
(230, 230, 230)
(39, 49, 35)
(105, 41, 36)
(228, 228, 228)
(5, 4, 4)
(205, 194, 143)
(200, 200, 200)
(56, 52, 40)
(134, 108, 78)
(81, 80, 37)
(146, 111, 102)
(234, 235, 241)
(170, 171, 81)
(216, 216, 216)
(199, 199, 199)
(42, 48, 84)
(187, 170, 157)
(227, 219, 183)
(227, 217, 183)
(81, 41, 26)
(150, 116, 28)
(23, 14, 33)
(222, 223, 223)
(197, 183, 116)
(27, 18, 17)
(102, 11, 6)
(182, 184, 169)
(138, 26, 17)
(25, 25, 25)
(215, 215, 215)
(210, 210, 210)
(196, 196, 196)
(22, 18, 18)
(216, 216, 216)
(219, 219, 219)
(187, 84, 33)
(228, 228, 228)
(209, 209, 209)
(17, 15, 14)
(41, 49, 39)
(162, 61, 45)
(197, 186, 139)
(64, 16, 8)
(228, 228, 228)
(214, 214, 214)
(208, 208, 208)
(218, 218, 218)
(226, 226, 226)
(18, 18, 19)
(51, 33, 28)
(66, 78, 43)
(212, 212, 212)
(25, 43, 46)
(101, 130, 31)
(46, 39, 24)
(122, 81, 50)
(228, 228, 228)
(199, 192, 158)
(208, 206, 150)
(113, 131, 165)
(133, 128, 153)
(228, 228, 228)
(138, 118, 83)
(138, 99, 60)
(215, 210, 203)
(243, 10, 24)
(10, 98, 49)
(163, 131, 109)
(155, 143, 130)
(12, 14, 11)
(110, 8, 6)
(215, 207, 153)
(112, 104, 105)
(215, 114, 21)
(174, 179, 182)
(34, 38, 36)
(38, 21, 12)
(28, 30, 19)
(223, 160, 69)
(21, 5, 5)
(214, 214, 214)
(217, 219, 194)
(45, 49, 28)
(52, 30, 32)
(78, 74, 70)
(129, 128, 109)
(34, 47, 47)
(56, 57, 58)
(83, 152, 180)
(88, 81, 70)
(215, 215, 215)
(47, 19, 18)
(15, 24, 28)
(64, 64, 68)
(29, 11, 14)
(216, 216, 216)
(216, 216, 216)
(59, 43, 32)
(187, 165, 127)
(111, 43, 12)
(31, 39, 70)
(37, 39, 31)
(15, 9, 8)
(222, 197, 149)
(35, 30, 31)
(142, 134, 117)
(220, 180, 70)
(40, 40, 40)
(54, 85, 113)
(27, 31, 30)
(217, 217, 217)
(234, 234, 234)
(247, 243, 237)
(50, 4, 4)
(42, 22, 34)
(203, 203, 203)
(206, 203, 189)
(152, 97, 22)
(76, 63, 90)
(4, 4, 4)
(136, 64, 35)
(243, 239, 237)
(201, 202, 188)
(195, 185, 173)
(101, 111, 35)
(171, 146, 102)
null image
(203, 203, 203)
(214, 214, 214)
(212, 177, 137)
(200, 200, 200)
(205, 205, 205)
(211, 211, 211)
(228, 228, 228)
(215, 161, 27)
(145, 133, 117)
(215, 215, 215)
null image
(53, 34, 10)
(115, 104, 68)
(38, 38, 38)
(7, 8, 10)
(29, 42, 54)
(244, 234, 209)
(233, 220, 210)
(214, 214, 214)
(9, 9, 9)
(218, 214, 196)
(137, 66, 38)
(113, 75, 52)
(151, 179, 191)
(175, 123, 68)
(113, 82, 47)
(222, 225, 218)
(222, 222, 222)
(154, 7, 6)
(54, 63, 72)
(63, 35, 35)
(217, 217, 217)
(31, 30, 7)
(176, 174, 172)
(224, 224, 224)
(12, 16, 22)
(218, 182, 135)
(229, 229, 229)
(54, 49, 39)
(42, 32, 25)
(22, 24, 24)
(71, 57, 28)
(228, 228, 228)
(56, 79, 85)
(201, 128, 81)
(10, 9, 15)
(204, 202, 190)
(167, 77, 71)
(81, 37, 19)
(111, 122, 48)
null image
(23, 25, 22)
(38, 29, 27)
(55, 111, 116)
(140, 105, 70)
(19, 19, 20)
(152, 76, 30)
(203, 151, 87)
(218, 218, 218)
(141, 120, 74)
(225, 206, 46)
(204, 204, 204)
(228, 228, 228)
(33, 38, 45)
(41, 38, 23)
(138, 145, 149)
(5, 4, 4)
(204, 204, 204)
(242, 230, 200)
(123, 63, 77)
(203, 203, 203)
(228, 228, 228)
(228, 228, 228)
(79, 89, 95)
(199, 199, 199)
(76, 62, 49)
(58, 49, 29)
(144, 144, 142)
(235, 202, 159)
(226, 158, 127)
(250, 245, 206)
(243, 217, 169)
(7, 9, 17)
(8, 7, 6)
(148, 143, 138)
(130, 121, 81)
(212, 145, 71)
(209, 209, 209)
(203, 141, 64)
(55, 49, 54)
(118, 90, 68)
(7, 7, 16)
(46, 101, 116)
(8, 11, 15)
(181, 165, 143)
(218, 198, 196)
(177, 165, 145)
(198, 139, 115)
(18, 17, 15)
(152, 128, 81)
(20, 45, 52)
(36, 32, 19)
(149, 138, 118)
(58, 50, 42)
(34, 29, 27)
(235, 230, 202)
(111, 103, 107)
(111, 12, 9)
(88, 14, 7)
(206, 206, 177)
(84, 114, 134)
(9, 7, 4)
(45, 36, 44)
(160, 87, 25)
(49, 45, 45)
(122, 121, 117)
(18, 18, 14)
(107, 89, 43)
(7, 5, 5)
(57, 67, 53)
(184, 134, 104)
(228, 180, 153)
(215, 215, 215)
(31, 31, 31)
(5, 5, 5)
(121, 118, 118)
(136, 115, 75)
(172, 129, 126)
(202, 155, 134)
(125, 126, 120)
(206, 229, 241)
(24, 23, 22)
(156, 137, 115)
(25, 16, 37)
(147, 117, 105)
(163, 147, 120)
(196, 126, 39)
(225, 216, 208)
(58, 6, 7)
(165, 72, 31)
(201, 181, 169)
(69, 42, 38)
(208, 208, 208)
(34, 35, 40)
(150, 129, 88)
(144, 145, 129)
(167, 163, 145)
(174, 144, 120)
(45, 53, 118)
(37, 53, 48)
(112, 127, 142)
(85, 88, 38)
(218, 19, 15)
(142, 77, 53)
(27, 20, 19)
(19, 15, 16)
(45, 42, 67)
(73, 25, 29)
(11, 13, 15)
(63, 63, 63)
(172, 146, 93)
(171, 172, 151)
(61, 52, 42)
(20, 20, 99)
(45, 41, 33)
(228, 178, 11)
(153, 180, 180)
(20, 27, 44)
(14, 11, 20)
(143, 144, 139)
(213, 213, 213)
(151, 136, 112)
(45, 21, 16)
(27, 15, 10)
(210, 210, 210)
(25, 14, 14)
(246, 203, 34)
(8, 16, 12)
(24, 27, 20)
(167, 134, 100)
(202, 199, 197)
(152, 148, 180)
(181, 25, 32)
(219, 219, 219)
(11, 7, 6)
(6, 9, 10)
(182, 102, 99)
(169, 138, 98)
(44, 36, 26)
(228, 228, 228)
(30, 16, 10)
(9, 21, 33)
(40, 25, 18)
(156, 156, 148)
(198, 162, 155)
(222, 223, 224)
(12, 18, 63)
(39, 17, 19)
(72, 71, 77)
(76, 84, 119)
(201, 82, 129)
(190, 164, 132)
(19, 22, 26)
(219, 219, 219)
(21, 10, 9)
(36, 36, 36)
(206, 206, 206)
(32, 28, 27)
(27, 16, 10)
(161, 162, 151)
(128, 22, 13)
(214, 212, 210)
(207, 193, 189)
(15, 29, 16)
(229, 229, 229)
(215, 179, 28)
(23, 27, 25)
(17, 8, 6)
(180, 186, 181)
(230, 223, 213)
(43, 17, 14)
(140, 19, 17)
(188, 173, 166)
(43, 43, 43)
(228, 228, 228)
(26, 21, 19)
(45, 74, 59)
(65, 50, 39)
(7, 7, 16)
null image
(218, 218, 218)
(64, 71, 69)
(235, 234, 234)
(191, 178, 170)
(168, 123, 111)
(49, 86, 53)
(21, 21, 20)
(223, 223, 223)
(234, 228, 217)
(145, 27, 34)
(78, 97, 84)
None
(124, 140, 163)
(216, 216, 216)
(218, 218, 218)
(38, 36, 38)
(202, 194, 153)
(35, 85, 9)
(41, 27, 21)
(37, 41, 40)
(10, 14, 28)
(79, 82, 127)
(16, 21, 22)
(225, 112, 58)
(21, 21, 38)
(205, 205, 205)
(218, 218, 218)
(31, 31, 27)
(221, 75, 30)
(228, 228, 228)
(87, 12, 9)
(232, 194, 67)
null image
(76, 86, 105)
(19, 15, 11)
(186, 166, 136)
(10, 10, 11)
(178, 130, 84)
(11, 11, 15)
(126, 99, 35)
(6, 6, 7)
(15, 9, 8)
(85, 41, 38)
(170, 125, 78)
(246, 201, 31)
(32, 19, 10)
(138, 99, 60)
(25, 23, 21)
(15, 16, 16)
(215, 215, 215)
(104, 104, 106)
(71, 68, 86)
(14, 16, 24)
(142, 140, 155)
(161, 20, 12)
(158, 156, 124)
(228, 228, 228)
(238, 238, 230)
(19, 17, 17)
(211, 210, 210)
(190, 119, 146)
(130, 100, 87)
(223, 223, 235)
(62, 62, 69)
(224, 224, 224)
(228, 228, 228)
(4, 5, 4)
(143, 136, 104)
(34, 45, 62)
(25, 11, 14)
(159, 149, 124)
(19, 15, 10)
(151, 153, 166)
(38, 28, 31)
(182, 96, 27)
(13, 21, 19)
(164, 117, 99)
(190, 165, 182)
(150, 83, 67)
(24, 24, 24)
(29, 27, 12)
(8, 7, 10)
(38, 24, 26)
(54, 35, 31)
(179, 43, 30)
(12, 20, 24)
(213, 164, 138)
(139, 135, 125)
(199, 142, 119)
(154, 166, 127)
(15, 12, 10)
(223, 223, 223)
(79, 67, 61)
(128, 101, 82)
(31, 24, 34)
(221, 211, 193)
(7, 10, 8)
(43, 41, 39)
(105, 98, 115)
(243, 230, 214)
(23, 23, 23)
(21, 23, 17)
(39, 50, 64)
(191, 166, 159)
(8, 11, 13)
(41, 32, 58)
(84, 81, 69)
(205, 130, 86)
(177, 169, 169)
(190, 201, 199)
null image
(43, 55, 60)
(187, 106, 49)
(219, 219, 219)
(54, 114, 87)
(49, 70, 103)
(38, 27, 15)
(53, 38, 16)
(27, 24, 16)
(14, 15, 18)
null image
(183, 80, 54)
(210, 147, 47)
(209, 209, 209)
(8, 7, 11)
(44, 65, 56)
(41, 36, 34)
(37, 35, 27)
(206, 206, 206)
(211, 207, 162)
(25, 12, 11)
(29, 44, 74)
(17, 16, 14)
(213, 213, 213)
(15, 15, 16)
(111, 110, 110)
(41, 22, 41)
(239, 43, 53)
(231, 231, 231)
(195, 88, 44)
(192, 189, 175)
(133, 116, 78)
(96, 137, 165)
(149, 119, 99)
(10, 12, 15)
(209, 205, 200)
(238, 250, 169)
(206, 62, 41)
(40, 41, 36)
(211, 211, 211)
(17, 11, 19)
(4, 4, 4)
(189, 104, 33)
(10, 11, 10)
(84, 69, 88)
(52, 28, 25)
(231, 145, 125)
(158, 108, 20)
(25, 25, 25)
(102, 122, 116)
(132, 57, 57)
(10, 6, 5)
(24, 25, 38)
(38, 16, 9)
(203, 208, 198)
(26, 23, 21)
(33, 47, 44)
(204, 204, 204)
(60, 37, 65)
(196, 24, 48)
(43, 31, 33)
(47, 20, 10)
(40, 36, 40)
(16, 20, 22)
(30, 23, 28)
(68, 67, 59)
(7, 6, 6)
(211, 136, 21)
(14, 6, 6)
(25, 70, 95)
(34, 115, 101)
(195, 193, 83)
(7, 9, 13)
(189, 118, 69)
(123, 113, 89)
(11, 28, 38)
(136, 54, 36)
(11, 7, 5)
(242, 233, 223)
(218, 218, 218)
(199, 199, 199)
(26, 23, 18)
(43, 36, 60)
(116, 128, 151)
(207, 184, 138)
(68, 62, 59)
(236, 237, 215)
(35, 35, 35)
(29, 31, 39)
(30, 34, 8)
(102, 23, 10)
(31, 38, 39)
(62, 62, 62)
(187, 131, 54)
(18, 28, 18)
(61, 59, 66)
(67, 60, 55)
(38, 20, 19)
(224, 209, 161)
(60, 28, 45)
(95, 86, 84)
(42, 43, 42)
(31, 42, 88)
(176, 177, 179)
(202, 194, 174)
(199, 177, 175)
(60, 93, 121)
(16, 35, 33)
(26, 26, 24)
(181, 90, 47)
(116, 117, 120)
(14, 31, 41)
(143, 115, 81)
(14, 13, 14)
(52, 44, 42)
(217, 217, 217)
(61, 14, 62)
(132, 42, 41)
(195, 158, 73)
(27, 24, 19)
null image
null image
(178, 173, 177)
(31, 21, 24)
(223, 223, 223)
(68, 69, 87)
(18, 19, 15)
(210, 210, 210)
(27, 106, 95)
(229, 229, 229)
(206, 193, 142)
(131, 151, 108)
(218, 211, 207)
(15, 18, 17)
(75, 104, 140)
(7, 7, 6)
(12, 9, 5)
(218, 218, 218)
(92, 113, 102)
(212, 212, 212)
(224, 224, 224)
(21, 21, 16)
(138, 41, 43)
(9, 15, 24)
(26, 17, 19)
(191, 52, 46)
(224, 224, 224)
(200, 142, 62)
(79, 64, 20)
(11, 13, 25)
(29, 59, 81)
(146, 139, 123)
(186, 60, 17)
(228, 228, 228)
(189, 171, 152)
(33, 5, 5)
(209, 209, 209)
(22, 18, 25)
(29, 24, 22)
(18, 13, 6)
(152, 152, 142)
(156, 121, 90)
(154, 164, 182)
(203, 203, 203)
(178, 176, 142)
(229, 229, 233)
(228, 228, 228)
(5, 6, 10)
(55, 33, 60)
(32, 33, 43)
(36, 40, 60)
(57, 40, 29)
(229, 227, 214)
(106, 145, 180)
(216, 216, 216)
(220, 220, 220)
(152, 141, 119)
(139, 72, 57)
(18, 23, 8)
(141, 127, 94)
(131, 93, 52)
(74, 75, 68)
(10, 10, 8)
(148, 148, 140)
(76, 76, 76)
(117, 79, 68)
(40, 28, 35)
(12, 14, 9)
(30, 25, 43)
(213, 213, 213)
(16, 24, 23)
(9, 12, 26)
(22, 7, 6)
(166, 156, 140)
(73, 71, 70)
(89, 83, 69)
(31, 21, 31)
(172, 167, 163)
(197, 193, 235)
(23, 95, 69)
(26, 22, 28)
(209, 170, 124)
(187, 97, 63)
(183, 64, 48)
(18, 12, 9)
(24, 26, 25)
(13, 9, 11)
(52, 29, 23)
(228, 228, 228)
(63, 20, 11)
(26, 19, 29)
(197, 197, 197)
(28, 25, 28)
(29, 17, 19)
(9, 8, 6)
(143, 18, 15)
(45, 10, 6)
(216, 206, 196)
(17, 14, 13)
(10, 11, 11)
(197, 184, 163)
(29, 10, 10)
(11, 15, 16)
(209, 209, 210)
(44, 30, 29)
(140, 45, 23)
(134, 152, 140)
(228, 228, 228)
(18, 23, 26)
(168, 116, 74)
(168, 8, 23)
(19, 15, 15)
(226, 226, 226)
(131, 22, 17)
(28, 12, 10)
(198, 197, 179)
(197, 172, 156)
(228, 228, 228)
(41, 33, 23)
(199, 147, 144)
(164, 163, 140)
(27, 26, 21)
(19, 45, 42)
(214, 214, 214)
(140, 115, 87)
(187, 187, 136)
(43, 26, 18)
(168, 136, 108)
(23, 16, 21)
(63, 60, 55)
(7, 8, 5)
(229, 229, 229)
(234, 230, 211)
(128, 101, 67)
(27, 60, 86)
(208, 208, 208)
(199, 140, 39)
(207, 113, 101)
(7, 5, 5)
(103, 99, 100)
(217, 205, 184)
(81, 86, 90)
(48, 42, 41)
(169, 58, 23)
(83, 55, 67)
(138, 155, 169)
(60, 63, 65)
(47, 60, 50)
(194, 197, 186)
(197, 53, 34)
(204, 204, 204)
(164, 166, 149)
(193, 193, 193)
(228, 228, 228)
(134, 130, 131)
(145, 125, 118)
(15, 23, 25)
(189, 58, 67)
(17, 14, 9)
(8, 8, 7)
(9, 10, 9)
(37, 11, 41)
(46, 45, 36)
(107, 86, 87)
(159, 135, 108)
(31, 21, 20)
(152, 124, 81)
(215, 212, 205)
(52, 49, 33)
(46, 22, 16)
(227, 227, 227)
null image
(29, 49, 54)
(36, 58, 62)
(18, 20, 24)
(208, 204, 199)
(21, 25, 22)
(19, 18, 18)
(21, 21, 42)
(228, 228, 228)
(44, 49, 56)
(161, 137, 100)
(20, 21, 14)
(200, 144, 65)
(135, 126, 94)
(23, 32, 43)
(206, 206, 206)
(38, 10, 8)
(19, 16, 14)
(22, 14, 10)
(203, 88, 55)
(33, 33, 34)
(228, 228, 228)
(234, 227, 205)
(228, 228, 228)
(24, 19, 17)
(57, 52, 16)
(7, 17, 19)
(40, 31, 54)
(222, 157, 34)
(193, 93, 70)
(36, 78, 12)
(21, 6, 4)
(5, 5, 7)
(10, 10, 9)
(60, 55, 59)
(56, 51, 46)
(139, 123, 87)
(228, 228, 228)
(208, 208, 208)
(215, 215, 215)
null image
(223, 223, 223)
(197, 146, 127)
(159, 55, 126)
(37, 47, 50)
(31, 11, 11)
(199, 221, 190)
null image
(147, 129, 94)
(203, 88, 48)
(194, 88, 40)
(35, 49, 35)
(192, 174, 57)
(224, 224, 224)
(217, 217, 217)
(31, 35, 35)
(228, 228, 228)
(55, 28, 45)
(23, 22, 22)
(228, 234, 235)
(16, 18, 15)
(38, 54, 50)
(15, 15, 14)
(207, 70, 75)
(32, 40, 59)
(35, 39, 39)
(37, 41, 59)
(48, 33, 29)
(15, 28, 15)
(27, 23, 17)
(16, 16, 25)
(228, 228, 228)
(13, 19, 22)
(174, 164, 120)
(215, 215, 215)
(40, 51, 57)
(28, 20, 18)
(80, 77, 64)
(82, 97, 56)
(23, 88, 103)
(9, 9, 9)
(224, 224, 224)
(14, 23, 27)
(44, 51, 29)
(63, 61, 72)
(211, 211, 211)
(158, 144, 133)
(23, 15, 21)
(48, 51, 56)
(49, 46, 50)
(203, 203, 203)
(14, 11, 15)
(56, 66, 75)
(58, 53, 73)
(12, 12, 12)
(217, 217, 218)
(164, 85, 35)
(19, 23, 30)
(196, 137, 56)
(14, 19, 19)
(16, 11, 11)
(41, 34, 56)
(139, 37, 21)
(228, 228, 228)
(74, 75, 65)
(41, 43, 49)
(100, 133, 182)
(65, 81, 57)
(35, 23, 14)
(216, 216, 216)
(27, 38, 45)
(31, 25, 22)
(174, 124, 116)
null image
(196, 172, 150)
(23, 23, 19)
(169, 137, 109)
(224, 138, 88)
(29, 10, 10)
(69, 71, 65)
(19, 26, 26)
(192, 51, 37)
(169, 37, 13)
(28, 23, 16)
(27, 22, 19)
(9, 7, 7)
(208, 208, 208)
(41, 41, 41)
(38, 41, 40)
(226, 221, 221)
(204, 204, 204)
(205, 205, 205)
(29, 12, 11)
(15, 10, 10)
(23, 27, 33)
(204, 119, 67)
(242, 244, 242)
(227, 207, 192)
(23, 16, 8)
(147, 155, 151)
(54, 91, 123)
(58, 31, 28)
(228, 228, 228)
(13, 12, 9)
(17, 14, 18)
(222, 178, 152)
(6, 17, 12)
(199, 101, 14)
(47, 45, 29)
(135, 74, 48)
(183, 135, 63)
(23, 35, 58)
(183, 19, 135)
(205, 154, 91)
(218, 218, 218)
(15, 8, 5)
(123, 7, 6)
(139, 79, 30)
null image
(221, 207, 167)
(5, 7, 5)
(161, 118, 104)
None
(153, 21, 19)
(148, 143, 122)
(10, 10, 9)
(42, 35, 42)
(228, 228, 228)
(19, 21, 19)
(192, 138, 33)
(8, 9, 13)
(130, 132, 132)
(40, 28, 15)
(228, 228, 228)
(148, 94, 47)
(26, 110, 31)
(52, 66, 103)
(25, 23, 22)
(199, 117, 76)
(228, 228, 228)
(46, 43, 32)
(20, 25, 21)
(27, 11, 21)
(28, 16, 25)
(53, 47, 24)
(145, 134, 121)
(126, 103, 73)
(50, 49, 64)
(15, 15, 16)
(29, 31, 33)
(197, 186, 165)
(215, 208, 213)
(17, 16, 13)
(196, 65, 72)
(16, 14, 10)
(58, 62, 68)
(125, 124, 125)
(7, 5, 5)
(131, 84, 32)
(30, 25, 33)
(154, 122, 104)
(193, 161, 128)
(149, 128, 98)
(56, 53, 44)
(186, 190, 189)
(24, 22, 24)
(11, 9, 12)
(56, 31, 47)
(200, 151, 141)
(219, 219, 220)
(20, 17, 23)
(199, 148, 127)
(231, 205, 172)
(8, 9, 11)
(216, 216, 216)
(176, 95, 49)
(120, 87, 74)
(182, 182, 193)
(48, 19, 55)
null image
(36, 18, 15)
(8, 10, 30)
(14, 13, 13)
(194, 185, 183)
(43, 50, 65)
(132, 95, 80)
(49, 53, 50)
(206, 189, 165)
(12, 8, 4)
(13, 50, 46)
(20, 20, 11)
(15, 21, 29)
(9, 24, 19)
(56, 59, 70)
(195, 126, 110)
(211, 152, 94)
(209, 207, 172)
(218, 218, 218)
(138, 138, 141)
(40, 29, 25)
(189, 184, 186)
(23, 39, 25)
(163, 65, 25)
(163, 147, 126)
(203, 203, 203)
(197, 139, 94)
(35, 30, 33)
(236, 231, 219)
(35, 19, 11)
(18, 27, 25)
(138, 66, 32)
(128, 119, 67)
(61, 71, 78)
(190, 201, 201)
(55, 60, 25)
(46, 48, 58)
(37, 28, 36)
(228, 228, 228)
(32, 31, 31)
(40, 36, 31)
(206, 205, 207)
(47, 18, 11)
(6, 14, 19)
(142, 170, 77)
(228, 228, 228)
(213, 148, 152)
(183, 116, 107)
(194, 65, 42)
(211, 191, 147)
(43, 56, 44)
(220, 220, 220)
(39, 36, 29)
(210, 210, 210)
(203, 130, 82)
(13, 19, 27)
(161, 163, 147)
(13, 14, 11)
(45, 44, 64)
(75, 86, 120)
(228, 228, 228)
(167, 85, 76)
(213, 175, 127)
(98, 96, 64)
(21, 10, 11)
(95, 63, 78)
(200, 178, 152)
(188, 140, 143)
(14, 12, 12)
(179, 172, 145)
(10, 12, 44)
(21, 8, 7)
(165, 170, 155)
(150, 138, 124)
(50, 36, 44)
(31, 33, 37)
(54, 41, 37)
(58, 22, 14)
(14, 10, 11)
(180, 150, 125)
(55, 96, 115)
